0.025,1,334.3
0.025,2,239.9
0.025,4,261.5
0.025,8,203.6
0.025,16,214.0
0.025,32,237.3
0.025,64,231.3
0.025,128,248.6
0.025,256,240.9
0.025,512,267.3
0.025,1024,298.9
0.025,2048,263.3
0.025,4096,334.8
0.025,8192,271.1
0.025,16384,340.2
0.025,32768,274.4
0.025,65536,354.4
0.025,131072,348.2
0.025,262144,332.5
0.025,524288,380.0
